query_index,record_id,dataset,split,query_tokens,code_tokens,query,teacher_rank,baseline_rank,kd_rank
563,apache/airflow::airflow/contrib/hooks/gcp_vision_hook.py::CloudVisionHook.create_product::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_vision_hook.py#L226-L252,codesearchnet,test,5,80,"For the documentation see:
        :class:`~airflow.contrib.operators.gcp_vision_operator.CloudVisionProductCreateOperator`",6,17,10
564,apache/airflow::airflow/contrib/hooks/gcp_vision_hook.py::CloudVisionHook.get_product::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_vision_hook.py#L256-L267,codesearchnet,test,5,40,"For the documentation see:
        :class:`~airflow.contrib.operators.gcp_vision_operator.CloudVisionProductGetOperator`",1,3,2
565,apache/airflow::airflow/contrib/hooks/gcp_vision_hook.py::CloudVisionHook.update_product::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_vision_hook.py#L271-L294,codesearchnet,test,5,54,"For the documentation see:
        :class:`~airflow.contrib.operators.gcp_vision_operator.CloudVisionProductUpdateOperator`",1,14,11
566,apache/airflow::airflow/contrib/hooks/gcp_vision_hook.py::CloudVisionHook.delete_product::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_vision_hook.py#L298-L307,codesearchnet,test,5,38,"For the documentation see:
        :class:`~airflow.contrib.operators.gcp_vision_operator.CloudVisionProductDeleteOperator`",1,4,2
567,apache/airflow::airflow/contrib/hooks/gcp_vision_hook.py::CloudVisionHook.create_reference_image::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_vision_hook.py#L311-L349,codesearchnet,test,5,78,"For the documentation see:
        :py:class:`~airflow.contrib.operators.gcp_vision_operator.CloudVisionReferenceImageCreateOperator`",1,16,9
568,apache/airflow::airflow/contrib/hooks/gcp_vision_hook.py::CloudVisionHook.delete_reference_image::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_vision_hook.py#L353-L375,codesearchnet,test,5,46,"For the documentation see:
        :py:class:`~airflow.contrib.operators.gcp_vision_operator.CloudVisionReferenceImageCreateOperator`",4,6,5
569,apache/airflow::airflow/contrib/hooks/gcp_vision_hook.py::CloudVisionHook.add_product_to_product_set::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_vision_hook.py#L379-L404,codesearchnet,test,5,50,"For the documentation see:
        :py:class:`~airflow.contrib.operators.gcp_vision_operator.CloudVisionAddProductToProductSetOperator`",10,102,50
570,apache/airflow::airflow/contrib/hooks/gcp_vision_hook.py::CloudVisionHook.annotate_image::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_vision_hook.py#L436-L449,codesearchnet,test,5,26,"For the documentation see:
        :py:class:`~airflow.contrib.operators.gcp_vision_image_annotator_operator.CloudVisionAnnotateImage`",1,1,1
571,apache/airflow::airflow/contrib/hooks/gcp_vision_hook.py::CloudVisionHook.safe_search_detection::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_vision_hook.py#L527-L548,codesearchnet,test,5,48,"For the documentation see:
        :py:class:`~airflow.contrib.operators.gcp_vision_operator.CloudVisionDetectImageSafeSearchOperator`",1,3,5
572,apache/airflow::airflow/contrib/hooks/dingding_hook.py::DingdingHook._get_endpoint::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/dingding_hook.py#L65-L74,codesearchnet,test,6,34,Get Dingding endpoint for sending message.,1,1,1
573,apache/airflow::airflow/contrib/hooks/dingding_hook.py::DingdingHook._build_message::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/dingding_hook.py#L76-L98,codesearchnet,test,25,69,"Build different type of Dingding message
        As most commonly used type, text message just need post message content
        rather than a dict like ``{'content': 'message'}``",1,1,1
574,apache/airflow::airflow/contrib/hooks/dingding_hook.py::DingdingHook.send::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/dingding_hook.py#L115-L134,codesearchnet,test,3,78,Send Dingding message,1,2,2
575,apache/airflow::airflow/utils/log/es_task_handler.py::ElasticsearchTaskHandler._read::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/log/es_task_handler.py#L83-L124,codesearchnet,test,37,187,"Endpoint for streaming log.
        :param ti: task instance object
        :param try_number: try_number of the task instance
        :param metadata: log metadata,
                         can be used for steaming log reading and auto-tailing.
        :return: a list of log documents and metadata.",1,3,1
576,apache/airflow::airflow/utils/log/es_task_handler.py::ElasticsearchTaskHandler.es_read::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/log/es_task_handler.py#L126-L152,codesearchnet,test,46,108,"Returns the logs matching log_id in Elasticsearch and next offset.
        Returns '' if no log is found or there was an error.
        :param log_id: the log_id of the log to read.
        :type log_id: str
        :param offset: the offset start to read log from.
        :type offset: str",1,1,1
577,apache/airflow::airflow/contrib/hooks/bigquery_hook.py::_bind_parameters::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/bigquery_hook.py#L1948-L1959,codesearchnet,test,9,54,Helper method that binds parameters to a SQL query.,1,1,1
578,apache/airflow::airflow/contrib/hooks/bigquery_hook.py::_escape::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/bigquery_hook.py#L1962-L1970,codesearchnet,test,9,38,Helper method that escapes parameters to a SQL query.,1,1,1
579,apache/airflow::airflow/contrib/hooks/bigquery_hook.py::_bq_cast::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/bigquery_hook.py#L1973-L1990,codesearchnet,test,22,75,"Helper method that casts a BigQuery row to the appropriate data types.
    This is useful because BigQuery returns all fields as strings.",1,1,1
580,apache/airflow::airflow/contrib/hooks/bigquery_hook.py::_validate_value::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/bigquery_hook.py#L2071-L2076,codesearchnet,test,13,36,"function to check expected type and raise
    error if type is not correct",1,1,1
581,apache/airflow::airflow/contrib/hooks/bigquery_hook.py::BigQueryHook.get_conn::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/bigquery_hook.py#L65-L77,codesearchnet,test,7,25,Returns a BigQuery PEP 249 connection object.,1,3,7
582,apache/airflow::airflow/contrib/hooks/bigquery_hook.py::BigQueryHook.get_service::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/bigquery_hook.py#L79-L85,codesearchnet,test,5,18,Returns a BigQuery service object.,1,1,1
583,apache/airflow::airflow/contrib/hooks/bigquery_hook.py::BigQueryHook.get_pandas_df::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/bigquery_hook.py#L95-L122,codesearchnet,test,88,119,"Returns a Pandas DataFrame for the results produced by a BigQuery
        query. The DbApiHook method must be overridden because Pandas
        doesn't support PEP 249 connections, except for SQLite. See:

        https://github.com/pydata/pandas/blob/master/pandas/io/sql.py#L447
        https://github.com/pydata/pandas/issues/6900

        :param sql: The BigQuery SQL to execute.
        :type sql: str
        :param parameters: The parameters to render the SQL query with (not
            used, leave to override superclass method)
        :type parameters: mapping or iterable
        :param dialect: Dialect of BigQuery SQL – legacy SQL or standard SQL
            defaults to use `self.use_legacy_sql` if not specified
        :type dialect: str in {'legacy', 'standard'}",1,1,1
584,apache/airflow::airflow/contrib/hooks/bigquery_hook.py::BigQueryHook.table_exists::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/bigquery_hook.py#L124-L147,codesearchnet,test,71,99,"Checks for the existence of a table in Google BigQuery.

        :param project_id: The Google cloud project in which to look for the
            table. The connection supplied to the hook must provide access to
            the specified project.
        :type project_id: str
        :param dataset_id: The name of the dataset in which to look for the
            table.
        :type dataset_id: str
        :param table_id: The name of the table to check the existence of.
        :type table_id: str",1,1,1
585,apache/airflow::airflow/contrib/hooks/bigquery_hook.py::BigQueryBaseCursor.create_empty_table::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/bigquery_hook.py#L229-L328,codesearchnet,test,200,299,"Creates a new, empty table in the dataset.
        To create a view, which is defined by a SQL query, parse a dictionary to 'view' kwarg

        :param project_id: The project to create the table into.
        :type project_id: str
        :param dataset_id: The dataset to create the table into.
        :type dataset_id: str
        :param table_id: The Name of the table to be created.
        :type table_id: str
        :param schema_fields: If set, the schema field list as defined here:
            https://cloud.google.com/bigquery/docs/reference/rest/v2/jobs#configuration.load.schema
        :type schema_fields: list
        :param labels: a dictionary containing labels for the table, passed to BigQuery
        :type labels: dict

        **Example**: ::

            schema_fields=[{""name"": ""emp_name"", ""type"": ""STRING"", ""mode"": ""REQUIRED""},
                           {""name"": ""salary"", ""type"": ""INTEGER"", ""mode"": ""NULLABLE""}]

        :param time_partitioning: configure optional time partitioning fields i.e.
            partition by field, type and expiration as per API specifications.

            .. seealso::
                https://cloud.google.com/bigquery/docs/reference/rest/v2/tables#timePartitioning
        :type time_partitioning: dict
        :param cluster_fields: [Optional] The fields used for clustering.
            Must be specified with time_partitioning, data in the table will be first
            partitioned and subsequently clustered.
            https://cloud.google.com/bigquery/docs/reference/rest/v2/tables#clustering.fields
        :type cluster_fields: list
        :param view: [Optional] A dictionary containing definition for the view.
            If set, it will create a view instead of a table:
            https://cloud.google.com/bigquery/docs/reference/rest/v2/tables#view
        :type view: dict

        **Example**: ::

            view = {
                ""query"": ""SELECT * FROM `test-project-id.test_dataset_id.test_table_prefix*` LIMIT 1000"",
                ""useLegacySql"": False
            }

        :return: None",1,1,1
